"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","618","33'378'073"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Lebanon","411","19'371'864"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","2'085","15'804'269"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","25","1'311'798"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","5","220'270"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","1'240","67'614'819"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","150","7'374'591"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Italy","3'459","187'345'524"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Italy","573","23'209'238"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","50","2'686'955"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Indonesia","782","41'437'899"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","4'256","230'050'474"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","197","11'652'598"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guyana","65","3'261'471"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","523","23'541'336"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guiana, French","10","558'516"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","5'939","282'655'040"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","1'673","65'960'010"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Germany","107","5'732'151"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Germany","184","5'366'681"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","159","5'443'552"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","France","0","1'019"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","178","9'644'153"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","France","134","5'416'449"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","746","37'315'672"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Estonia","7","225'634"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","26'312","1'425'359'701"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Emirates, Arab","50","2'710'434"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","466","17'850'716"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","11'668","148'683'071"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","1'659","53'254'986"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Czechia","4","223'707"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Czechia","12","391'582"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","279","13'459'676"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","7'030","55'556'501"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","4'367","154'948'710"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","620","32'358'255"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","4'960","226'909'719"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","2'185","99'259'088"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","115","6'228'784"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","100","5'516'066"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","Belgium","40","1'516'376"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","888","20'758'433"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Austria","54","1'770'291"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","Austria","5","383'341"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","3'320","13'964'872"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","819","46'717'365"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","13'111","104'568'175"
"IMP","2021","05_May","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","96'713","2'204'375'109"
"IMP","2021","05_May","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","40'301","2'151'293'912"
"IMP","2021","05_May","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","28'388","1'515'939'130"
"IMP","2021","05_May","7108.1200","914","less than 99.5% of gold","_ALL","3'406","143'569'165"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Zimbabwe","13","717'177"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Uzbekistan","214","12'150'951"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","2'837","113'651'652"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","14'427","857'863'090"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","USA","23'867","1'394'789'795"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","USA","596","23'138'372"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","7","379'627"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","363","20'986'315"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","5'433","310'682'098"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","United Kingdom","252","8'179'799"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Turkey","6","354'661"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","647","15'570'823"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Tajikistan","3'740","211'795'249"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","53","2'441'160"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Sweden","87","5'063'056"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Sweden","15","669'676"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'711","94'639'942"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","117","3'400'456"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Spain","13","711'570"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Spain","58","2'494'811"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","6'358","368'150'804"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","2'884","168'856'987"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","6","336'049"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","3","177'728"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Singapore","51","2'653'521"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","953","48'651'651"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Senegal","4","212'592"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","1'119","42'107'848"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Russia","284","16'244'637"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Romania","5","208'421"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Romania","58","2'140'143"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","755","25'843'179"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Philippines","37","2'118'371"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","15'329","181'762'388"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","463","26'542'727"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","77","3'257'537"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Panama","67","2'653'831"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","88","5'444'130"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nigeria","503","27'122'288"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","2'796","23'552'776"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Nicaragua","93","1'187'245"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","15","694'653"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","1'528","76'684'167"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","1'680","34'984'508"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Mexico","478","27'127'075"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Mexico","303","9'017'313"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mauritania","815","44'442'633"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","2'313","119'507'018"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Malaysia","18","989'750"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","4","245'971"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Malaysia","39","1'845'409"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Luxembourg","14","590'611"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","679","35'714'380"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","142","8'309'877"
"IMP","2022","06_June","7108.1200","914","less than 99.5% of gold","Lebanon","24","1'246'722"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Kyrgyzstan","12","689'094"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","69","3'857'897"
"IMP","2022","06_June","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","4","199'251"
"IMP","2022","06_June","7108.1200","913","at least 99.5% of gold, for other uses","Kazakhstan","38","2'131'265"
"IMP","2022","06_June","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","600","34'681'238"
